state,county,VEP
California,Kern,549677.7467123603
California,Kings,94406.16347686428
California,Lake,45611.16112769751
California,Lassen,22962.453270390022
California,Los Angeles,6713300.847703338
California,Madera,95497.52520946859
California,Marin,176651.31859018808
California,Mariposa,11965.339181187954
California,Mendocino,61358.3132988373
California,Merced,168868.40818178584
California,Modoc,5823.6883799325315
California,Mono,8902.104395392884
California,Monterey,276447.6619998762
California,Napa,93173.110267384
California,Nevada,71124.90438350331
California,Orange,2125083.7097761105
California,Placer,264083.39383915055
California,Plumas,13781.182929485527
California,Riverside,1537947.12226631
California,Sacramento,1026680.4168120623
California,San Benito,40411.589967337764
California,San Bernardino,1373936.707577415
California,San Diego,2200239.2306357464
California,San Francisco,641607.6829504872
California,San Joaquin,483606.50500410044
California,San Luis Obispo,195453.27153064223
California,San Mateo,514674.04811245593
California,Santa Barbara,295869.5151516628
California,Santa Clara,1290165.83888273
California,Santa Cruz,185349.31978674768
California,Shasta,121038.25731801266
California,Sierra,2275.4976464964475
California,Siskiyou,30016.66465485862
California,Solano,299213.6026862656
California,Sonoma,331585.0447425394
California,Stanislaus,344030.2794614799
California,Sutter,62901.73831480784
California,Tehama,42044.41555800386
California,Trinity,11317.606715469174
California,Tulare,279244.38186488074
California,Tuolumne,39022.50745296428
California,Ventura,553438.4746611104
California,Yolo,144437.59264210364
California,Yuba,50220.35113440733
Colorado,Adams,362529.91655191686
Colorado,Alamosa,11773.017578920615
Colorado,Arapahoe,470845.62013655086
Colorado,Archuleta,10275.111324459733
Colorado,Baca,2583.794435169679
Colorado,Bent,4453.361639985516
Colorado,Boulder,252128.78207918
Colorado,Broomfield,54356.35252716568
Colorado,Chaffee,15458.655336607259
Colorado,Cheyenne,1255.7635140781076
Colorado,Clear Creek,7518.625942660479
Colorado,Conejos,5176.0357101201525
Colorado,Costilla,2702.0501921008013
Colorado,Crowley,4959.233489079762
Colorado,Custer,3750.396862672734
Colorado,Delta,23456.87407126618
Colorado,Denver,545348.6240786647
Colorado,Dolores,1805.7466375831684
Colorado,Douglas,249656.67363666752
Colorado,Eagle,40603.958826278904
Colorado,Elbert,19141.47748103364
Colorado,El Paso,524371.3667519385
Colorado,Fremont,38671.50959198382
Colorado,Garfield,43328.53392446182
Colorado,Gilpin,4613.851595820611
Colorado,Grand,12285.459192288812
Colorado,Gunnison,13165.807604998277
Colorado,Hinsdale,616.6193039979946
Colorado,Huerfano,5370.313025078425
Colorado,Jackson,1067.1174256403651
Colorado,Jefferson,440236.14984645863
Colorado,Kiowa,1031.452991010344
Colorado,Kit Carson,4978.9427819016155
Colorado,Lake,5522.356141132725
Colorado,La Plata,42486.66555964264
Colorado,Larimer,271549.94381073327
Colorado,Las Animas,11303.748702209812
Colorado,Lincoln,4209.341824095899
Colorado,Logan,16359.651579891999
Colorado,Mesa,115491.76324729562
Colorado,Mineral,725.4896833949008
Colorado,Moffat,9378.807769942101
Colorado,Montezuma,19206.236586019728
Colorado,Montrose,31542.376816993306
Colorado,Morgan,20075.322545688134
Colorado,Otero,13437.983553490543
Colorado,Ouray,3925.9034225625746
Colorado,Park,13697.958511188328
Colorado,Phillips,3191.966899386879
Colorado,Pitkin,13590.965207298264
Colorado,Prowers,8409.298270657582
Colorado,Pueblo,122819.86602601151
Colorado,Rio Blanco,4588.511076478228
Colorado,Rio Grande,8408.35973290416
Colorado,Routt,18827.0673336374
Colorado,Saguache,4782.7883914365
Colorado,San Juan,563.1226520529631
Colorado,San Miguel,6114.5734635417575
Colorado,Sedgwick,1801.992486569482
Colorado,Summit,24264.01653920876
Colorado,Teller,19281.319606293455
Colorado,Washington,3493.2375182352143
Colorado,Weld,226969.40052320703
Colorado,Yuma,6870.09635504615
Connecticut,Fairfield,681343.069556551
Connecticut,Hartford,654072.6608964065
Connecticut,Litchfield,139243.65092936935
Connecticut,Middlesex,124670.09517002635
Connecticut,New Haven,633507.7748094775
Connecticut,New London,198875.4946167716
Connecticut,Tolland,113302.61166096156
Connecticut,Windham,85510.54011537
Delaware,Kent,129009.98749394868
Delaware,New Castle,415138.92302727123
Delaware,Sussex,178892.9880587381
DistrictofColumbia,District of Columbia,
Florida,Alachua,202032.16005406267
Florida,Baker,19181.55318773089
Florida,Bay,123804.25809433905
Florida,Bradford,20381.84078437511
Florida,Brevard,440662.45410181565
Florida,Broward,1370524.5460418286
Florida,Calhoun,9682.970028171943
Florida,Charlotte,145594.70817787785
Florida,Citrus,116559.98169863995
Florida,Clay,147278.12482930132
Florida,Collier,277616.59258011344
Florida,Columbia,48590.37225617401
Florida,DeSoto,23941.92570913374
Florida,Dixie,12171.306279117529
Florida,Duval,692871.77725252
Florida,Escambia,228839.17402933683
Florida,Flagler,85443.81114486688
Florida,Franklin,9356.747106779718
Florida,Gadsden,30687.116494115915
Florida,Gilchrist,12564.901325579889
Florida,Glades,8942.763127730344
Florida,Gulf,10479.024874395362
Florida,Hamilton,10042.879012099234
Florida,Hardee,16701.195214754134
Florida,Hendry,26101.379612697492
Florida,Hernando,140651.72173852177
Florida,Highlands,74041.96545207666
Florida,Hillsborough,1009722.8814573576
Florida,Holmes,13827.24219531502
Florida,Indian River,119129.8736799336
Florida,Jackson,33926.29734946154
Florida,Jefferson,10686.460101584984
Florida,Lafayette,6044.875274384737
Florida,Lake,276973.8979659576
Florida,Lee,556994.611640679
Florida,Leon,209732.08476931503
Florida,Levy,30399.898487237977
Florida,Liberty,5768.294971465241
Florida,Madison,12754.607046172106
Florida,Manatee,289552.09642148553
Florida,Marion,273350.87329277815
Florida,Martin,117240.79475198025
Florida,Miami-Dade,1931292.8831617648
Florida,Monroe,62600.22836944229
Florida,Nassau,63991.1081620086
Florida,Okaloosa,145785.30037379995
Florida,Okeechobee,27420.454903544312
Florida,Orange,989127.4001184837
Florida,Osceola,264006.5368406166
Florida,Palm Beach,1071415.3590890127
Florida,Pasco,397163.9961404159
Florida,Pinellas,718152.2807097576
Florida,Polk,502131.53995034355
Florida,Putnam,51578.68059316638
Florida,St. Johns,186692.59094598913
Florida,St. Lucie,233799.88997529034
Florida,Santa Rosa,128710.89904517047
Florida,Sarasota,331953.09792450594
Florida,Seminole,328689.095759924
Florida,Sumter,106994.02641401088
Florida,Suwannee,30387.487832619798
Florida,Taylor,15497.361716790434
Florida,Union,11606.621493990227
Florida,Volusia,406114.73754611507
Florida,Wakulla,23805.40850833373
Florida,Walton,53148.62840236646
Florida,Washington,17883.75330480095
Georgia,Appling,12484.362215006757
Georgia,Atkinson,5481.921193278149
Georgia,Bacon,7432.6586908372365
Georgia,Baker,2034.8132998381122
Georgia,Baldwin,31959.537947171615
Georgia,Banks,12432.485656153742
Georgia,Barrow,55628.665135574236
Georgia,Bartow,74746.96591976749
Georgia,Ben Hill,11775.084436206043
Georgia,Berrien,12244.656736168685
Georgia,Bibb,108137.58135253954
Georgia,Bleckley,8598.092418173088
Georgia,Brantley,12246.445583025685
Georgia,Brooks,11401.215443092931
Georgia,Bryan,28467.708882306564
Georgia,Bulloch,57684.944597696354
Georgia,Burke,16795.483140378055
Georgia,Butts,18210.46100426548
Georgia,Calhoun,4192.162609380762
Georgia,Camden,37394.05469873925
Georgia,Candler,7370.943474270718
Georgia,Carroll,81388.95429981049
Georgia,Catoosa,46910.71997798212
Georgia,Charlton,9064.981447850227
Georgia,Chatham,209934.59502044067
Georgia,Chattahoochee,6438.954261773438
Georgia,Chattooga,17366.125287761224
Georgia,Cherokee,181503.5574987026
Georgia,Clarke,95551.25486668375
Georgia,Clay,2008.8750204116045
Georgia,Clayton,197290.13101173236
Georgia,Clinch,4502.527539070355
Georgia,Cobb,529362.7173110272
Georgia,Coffee,28996.313128550224
Georgia,Colquitt,30583.0202907097
Georgia,Columbia,102700.3813306864
Georgia,Cook,11572.050317936482
Georgia,Coweta,99419.63619494741
Georgia,Crawford,8591.831454173585
Georgia,Crisp,13926.17278174919
Georgia,Dade,11615.877065932995
Georgia,Dawson,19177.33273047427
Georgia,Decatur,20073.54500583154
Georgia,DeKalb,532428.8008239262
Georgia,Dodge,14050.497638310728
Georgia,Dooly,8217.068037631972
Georgia,Dougherty,59269.86291299883
Georgia,Douglas,96980.54350542718
Georgia,Early,7437.130807979738
Georgia,Echols,2422.993067807229
Georgia,Effingham,42301.75605092023
Georgia,Elbert,13857.30217775467
Georgia,Emanuel,15491.413781624662
Georgia,Evans,7268.979203421687
Georgia,Fannin,18951.043603063703
Georgia,Fayette,82106.2818894677
Georgia,Floyd,68240.03547742803
Georgia,Forsyth,162063.26428024928
Georgia,Franklin,16374.209705554427
Georgia,Fulton,757739.429003715
Georgia,Gilmer,22733.56028219134
Georgia,Glascock,1999.9307861266018
Georgia,Glynn,59450.53644555589
Georgia,Gordon,38907.41913976171
Georgia,Grady,17854.480479722373
Georgia,Greene,13736.555014907133
Georgia,Gwinnett,634579.111746085
Georgia,Habersham,32090.123767732657
Georgia,Hall,137601.6779341954
Georgia,Hancock,6696.548209181515
Georgia,Haralson,20441.15303494515
Georgia,Harris,23969.65346037871
Georgia,Hart,18278.4371848315
Georgia,Heard,7779.694981095341
Georgia,Henry,160972.06769747892
Georgia,Houston,109225.20024159587
Georgia,Irwin,6750.2136148915315
Georgia,Jackson,50491.09696226869
Georgia,Jasper,9944.199678065992
Georgia,Jeff Davis,9709.860739798922
Georgia,Jefferson,11002.30259398181
Georgia,Jenkins,6265.436116644385
Georgia,Johnson,6684.920704611011
Georgia,Jones,19297.185469893306
Georgia,Lamar,13005.811073822413
Georgia,Lanier,6552.546037192971
Georgia,Laurens,33750.17365102915
Georgia,Lee,22070.79252167264
Georgia,Liberty,42944.84649601192
Georgia,Lincoln,5608.034896696688
Georgia,Long,10047.952795772024
Georgia,Lowndes,79631.41226280745
Georgia,Lumpkin,24765.69031174395
Georgia,McDuffie,14860.845264531972
Georgia,McIntosh,8085.587793642433
Georgia,Macon,8888.780032435674
Georgia,Madison,20671.91427949822
Georgia,Marion,5235.9547504405755
Georgia,Meriwether,14781.241579395448
Georgia,Miller,4247.6168619477785
Georgia,Mitchell,15263.335807357093
Georgia,Monroe,19599.500588726398
Georgia,Montgomery,6074.923926373828
Georgia,Morgan,13929.750475463192
Georgia,Murray,27020.53177499313
Georgia,Muscogee,140470.98829282427
Georgia,Newton,75800.59671854081
Georgia,Oconee,27030.370432706633
Georgia,Oglethorpe,10410.194284314632
Georgia,Paulding,110906.71628717637
Georgia,Peach,19776.59642756945
Georgia,Pickens,23969.65346037871
Georgia,Pierce,13326.01466122551
Georgia,Pike,12823.348694408358
Georgia,Polk,28834.422487991676
Georgia,Pulaski,7166.120509144156
Georgia,Putnam,15962.774928444303
Georgia,Quitman,1672.5718112955033
Georgia,Rabun,12313.527340163206
Georgia,Randolph,4451.5454036458395
Georgia,Richmond,143911.8352222648
Georgia,Rockdale,63953.95840805474
Georgia,Schley,2976.6411700488957
Georgia,Screven,9742.95440665343
Georgia,Seminole,6508.719289196459
Georgia,Spalding,46620.032363719525
Georgia,Stephens,18928.683017351195
Georgia,Stewart,4129.5529693857425
Georgia,Sumter,20603.938098932198
Georgia,Talbot,4278.027258516787
Georgia,Taliaferro,1152.9117993368468
Georgia,Tattnall,15790.15120674375
Georgia,Taylor,5473.8713824216475
Georgia,Telfair,9114.174736417743
Georgia,Terrell,6443.426378915939
Georgia,Thomas,31337.91366436393
Georgia,Tift,27927.477131492404
Georgia,Toombs,18121.913084843953
Georgia,Towns,9769.78710950844
Georgia,Treutlen,4413.085196220328
Georgia,Troup,47029.67829397265
Georgia,Turner,6225.187062361873
Georgia,Twiggs,5893.355970388273
Georgia,Union,18611.1627002336
Georgia,Upson,19418.827056169343
Georgia,Walker,47220.190484243205
Georgia,Walton,65380.563776512674
Georgia,Ware,24854.23823116548
Georgia,Warren,3719.9070391326195
Georgia,Washington,14050.497638310728
Georgia,Wayne,20665.65331549872
Georgia,Webster,1652.000072439997
Georgia,Wheeler,5560.630454986173
Georgia,White,20108.42751954305
Georgia,Whitfield,68210.51950428753
Georgia,Wilcox,6455.948306914943
Georgia,Wilkes,6843.233651455559
Georgia,Wilkinson,6284.219008642891
Georgia,Worth,14707.898858258426
Hawaii,Hawaii,143537.79399281807
Hawaii,Honolulu,732416.1749932255
Hawaii,Kalawao,65.11660292911583
Hawaii,Kauai,52042.636096570015
Hawaii,Maui,117335.5964919522
Idaho,Ada,353337.3210900979
Idaho,Adams,3378.596342267508
Idaho,Bannock,60081.880298234326
Idaho,Bear Lake,4322.437431527649
Idaho,Benewah,6935.504898233025
Idaho,Bingham,31101.94449921029
Idaho,Blaine,17879.76710337312
Idaho,Boise,5933.782357405991
Idaho,Bonner,35389.8397741577
Idaho,Bonneville,80478.55697296782
Idaho,Boundary,8634.605573261173
Idaho,Butte,1794.324998573681
Idaho,Camas,773.9310217573264
Idaho,Canyon,155383.69030312353
Idaho,Caribou,4640.78541514556
Idaho,Cassia,15869.787019122788
Idaho,Clark,541.4716436902887
Idaho,Clearwater,6818.8084232997735
Idaho,Custer,3302.977026510761
Idaho,Elmore,20021.380811348157
Idaho,Franklin,9038.842162429957
Idaho,Fremont,9053.779311221413
Idaho,Gem,13626.413985005955
Idaho,Gooding,10526.02203897932
Idaho,Idaho,12388.49777891402
Idaho,Jefferson,19018.724698721657
Idaho,Jerome,15753.090544189537
Idaho,Kootenai,123422.85974840452
Idaho,Latah,29642.77177664491
Idaho,Lemhi,6040.209542545117
Idaho,Lewis,2611.200323106444
Idaho,Lincoln,3446.7470836285274
Idaho,Madison,39341.64920129734
Idaho,Minidoka,14361.134991185709
Idaho,Nez Perce,30847.079397956066
Idaho,Oneida,3055.580499652267
Idaho,Owyhee,8142.6132349425825
Idaho,Payette,17412.981203640113
Idaho,Power,5134.644897063083
Idaho,Shoshone,9885.591784545633
Idaho,Teton,8042.721052399719
Idaho,Twin Falls,61122.812854638934
Idaho,Valley,8924.946402895102
Idaho,Washington,7505.917267706761
Illinois,Adams,46848.74946568859
Illinois,Alexander,3890.7505435153485
Illinois,Bond,12554.510071395089
Illinois,Boone,36816.158163296954
Illinois,Brown,4733.532279935143
Illinois,Bureau,24064.264569755618
Illinois,Calhoun,3245.3523292418017
Illinois,Carroll,11816.387504857492
Illinois,Cass,9020.885993530395
Illinois,Champaign,152782.19064434574
Illinois,Christian,24987.83584082132
Illinois,Clark,11010.328284185836
Illinois,Clay,9405.554345992154
Illinois,Clinton,26491.62286070762
Illinois,Coles,34633.00460207008
Illinois,Cook,3830527.4538141876
Illinois,Crawford,13670.874550138522
Illinois,Cumberland,7401.423049037456
Illinois,DeKalb,71500.57428741443
Illinois,De Witt,11185.678296883201
Illinois,Douglas,13635.070097284086
Illinois,DuPage,664983.2499849228
Illinois,Edgar,12296.534398264412
Illinois,Edwards,4419.554770288553
Illinois,Effingham,24405.783966213312
Illinois,Fayette,15644.709771601003
Illinois,Ford,9640.578446780244
Illinois,Franklin,27261.87762852484
Illinois,Fulton,24763.828494757672
Illinois,Gallatin,3607.9871722546764
Illinois,Greene,8548.083603273102
Illinois,Grundy,36156.07094272415
Illinois,Hamilton,5670.8744944063965
Illinois,Hancock,12731.696209879861
Illinois,Hardin,2740.4177377048877
Illinois,Henderson,4760.156103852544
Illinois,Henry,34929.5389167363
Illinois,Iroquois,19383.061874761574
Illinois,Jackson,39239.84420267415
Illinois,Jasper,6618.315400708388
Illinois,Jefferson,26482.442231770587
Illinois,Jersey,15697.039356542102
Illinois,Jo Daviess,16352.536262646387
Illinois,Johnson,10096.855704950873
Illinois,Kane,356955.7059524249
Illinois,Kankakee,76156.98928427849
Illinois,Kendall,86256.59917791047
Illinois,Knox,36748.2215091629
Illinois,Lake,499460.1825017602
Illinois,LaSalle,79428.96543743768
Illinois,Lawrence,11323.387730938723
Illinois,Lee,25159.513601943872
Illinois,Livingston,25671.79269663041
Illinois,Logan,20692.219561182737
Illinois,McDonough,20462.703837756868
Illinois,McHenry,219304.1098592062
Illinois,McLean,123137.93980666038
Illinois,Macon,74330.04412580856
Illinois,Macoupin,32673.858386906853
Illinois,Madison,192003.67358914582
Illinois,Marion,26758.779162775332
Illinois,Marshall,8542.575225910881
Illinois,Mason,9575.395981327298
Illinois,Massac,10055.542874734218
Illinois,Menard,8728.023930438985
Illinois,Mercer,11282.074900722066
Illinois,Monroe,24785.862004206556
Illinois,Montgomery,20676.612491989777
Illinois,Morgan,24254.30358875224
Illinois,Moultrie,10045.444182903479
Illinois,Ogle,36706.908678946245
Illinois,Peoria,128230.43467803358
Illinois,Perry,15490.475205458819
Illinois,Piatt,11899.013165290804
Illinois,Pike,10457.654422176342
Illinois,Pope,2816.616957882277
Illinois,Pulaski,3788.845562314262
Illinois,Putnam,4181.7764808193515
Illinois,Randolph,22218.04009051792
Illinois,Richland,11242.598196292816
Illinois,Rock Island,103465.6881203822
Illinois,St. Clair,180935.50734265667
Illinois,Saline,16957.53970959698
Illinois,Sangamon,140636.2185606487
Illinois,Schuyler,5160.4315255072615
Illinois,Scott,3549.2311470576537
Illinois,Shelby,15161.808689512973
Illinois,Stark,3871.471222747575
Illinois,Stephenson,32252.467518696958
Illinois,Tazewell,93247.64811346246
Illinois,Union,12606.839656336188
Illinois,Vermilion,52523.296211669796
Illinois,Wabash,8137.709489787647
Illinois,Warren,12167.087530252222
Illinois,Washington,9943.539201702391
Illinois,Wayne,11394.996636647595
Illinois,White,10092.265390482356
Illinois,Whiteside,40043.14923466469
Illinois,Will,482980.9535597827
Illinois,Williamson,48227.67993203121
Illinois,Winnebago,202006.88687893894
Illinois,Woodford,26622.90585450722
Indiana,Adams,23627.209825553364
Indiana,Allen,275386.77584223053
Indiana,Bartholomew,59871.06779382136
Indiana,Benton,6284.3526316576745
Indiana,Blackford,9135.036240738887
Indiana,Boone,49922.92031847068
Indiana,Brown,12121.877627314056
Indiana,Carroll,14866.128044128865
Indiana,Cass,27529.76020865479
Indiana,Clark,89675.23820117801
Indiana,Clay,19610.555389481655
Indiana,Clinton,23540.91264263466
Indiana,Crawford,7882.768230829683
Indiana,Daviess,22723.965977670923
Indiana,Dearborn,37743.511235877486
Indiana,Decatur,19481.109615103596
Indiana,DeKalb,31379.573424417005
Indiana,Delaware,86569.49847369263
Indiana,Dubois,31982.694847259954
Indiana,Elkhart,144289.84869766227
Indiana,Fayette,17559.559008780438
Indiana,Floyd,59779.97632296273
Indiana,Fountain,12375.974888130242
Indiana,Franklin,16705.21689788526
Indiana,Fulton,14940.918935991744
Indiana,Gibson,24124.856913717897
Indiana,Grant,50681.37667056729
Indiana,Greene,23012.582111654592
Indiana,Hamilton,242777.946990016
Indiana,Hancock,58330.18364992849
Indiana,Harrison,29343.91876512356
Indiana,Hendricks,124971.74487251622
Indiana,Henry,37448.18309877792
Indiana,Howard,62466.6952844984
Indiana,Huntington,27427.16244674033
Indiana,Jackson,33553.30357638038
Indiana,Jasper,24002.123142455737
Indiana,Jay,14606.277637784766
Indiana,Jefferson,25088.50878964343
Indiana,Jennings,20187.78765744899
Indiana,Johnson,116322.84942888604
Indiana,Knox,27125.122306524863
Indiana,Kosciusko,58802.900440805395
Indiana,LaGrange,25908.332027371125
Indiana,Lake,364990.09972430964
Indiana,LaPorte,84844.51367290651
Indiana,Lawrence,33941.64089951455
Indiana,Madison,97757.4488103087
Indiana,Marion,711896.1453392108
Indiana,Marshall,33213.86799023348
Indiana,Martin,7251.839937935153
Indiana,Miami,26967.869662095225
Indiana,Monroe,111749.09873419469
Indiana,Montgomery,28013.024432999537
Indiana,Morgan,53478.36425472131
Indiana,Newton,10419.9054086396
Indiana,Noble,34076.83981942052
Indiana,Ohio,4529.643245644012
Indiana,Orange,14602.442207432823
Indiana,Owen,16111.684050922171
Indiana,Parke,11862.986078557942
Indiana,Perry,14587.100486025054
Indiana,Pike,9110.10594345126
Indiana,Porter,129384.40749242599
Indiana,Posey,18647.862371144103
Indiana,Pulaski,9375.709495323274
Indiana,Putnam,28360.130879850327
Indiana,Randolph,18208.705595846695
Indiana,Ripley,21366.2236330833
Indiana,Rush,12365.4274546624
Indiana,St. Joseph,201552.82385216278
Indiana,Scott,18069.671245588783
Indiana,Shelby,33420.02237165038
Indiana,Spencer,14812.432019201671
